lineNo. #1 #3 #5 #7 #10 #50 #100 
1603 1 1 1 1 1 1 1 
1604 1 1 1 1 1 1 1 
1605 0 0 0 0 0 0 0 
1606 0 0 0 0 0 0 0 
1607 1 1 1 1 1 1 1 
1608 0 0 0 0 0 0 0 
1609 0 0 0 0 0 0 0 
1610 1 1 1 1 1 1 1 
1611 1 1 1 1 1 1 1 
1612 1 1 1 1 1 1 1 
1613 0 0 0 0 0 0 0 
1614 1 1 1 1 1 1 1 
1615 1 1 1 1 1 1 1 
1616 0 0 0 0 0 0 0 
1617 0 0 0 0 0 0 0 
1618 1 1 1 1 1 1 1 
1619 1 1 1 1 1 1 1 
1620 0 0 0 0 0 0 0 
1621 0 0 0 0 0 0 0 
1622 0 0 0 0 0 0 0 
1623 0 0 0 0 0 0 0 
1624 0 0 0 0 0 0 0 
1625 0 0 0 0 0 0 0 
1626 0 0 0 0 0 0 0 
1627 0 0 0 0 0 0 0 
1628 0 0 0 0 0 0 0 
1629 0 0 0 0 0 0 0 
1630 0 0 0 0 0 0 0 
1631 0 0 0 0 0 0 0 
1632 0 0 0 0 0 0 0 
1633 0 0 0 0 0 0 0 
1634 0 0 0 0 0 0 0 
1635 1 1 1 1 1 1 1 
1636 1 1 1 1 1 1 1 
1637 0 0 0 0 0 0 0 
1638 1 1 1 1 1 1 1 
1639 1 1 1 1 1 1 1 
1640 1 1 1 1 1 1 1 
1641 1 1 1 1 1 1 1 
1642 0 0 0 0 0 0 0 
1643 0 0 0 0 0 0 0 
1644 1 1 1 1 1 1 1 
1645 0 0 0 0 0 0 0 
1646 1 1 1 1 1 1 1 
1647 0 0 0 0 0 0 0 
1648 0 0 0 0 0 0 0 
1649 1 1 1 1 1 1 1 
1650 1 1 1 1 1 1 1 
1651 0 0 0 0 0 0 0 
1652 1 1 1 1 1 1 1 
1653 1 1 1 1 1 1 1 
1654 0 0 0 0 0 0 0 
1655 0 0 0 0 0 0 0 
1656 1 1 1 1 1 1 1 
1657 1 1 1 1 1 1 1 
1658 1 1 1 1 1 1 1 
1659 0 0 0 0 0 0 0 
1660 0 0 0 0 0 0 0 
1661 1 1 1 1 1 1 1 
1662 1 1 1 1 1 1 1 
1663 1 1 1 1 1 1 1 
1664 0 0 0 0 0 0 0 
1665 1 1 1 1 1 1 1 
1666 1 1 1 1 1 1 1 
1667 0 0 0 0 0 0 0 
1668 1 1 1 1 1 1 1 
1669 0 0 0 0 0 0 0 
1670 0 0 0 0 0 0 0 
1671 0 0 0 0 0 0 0 
1672 1 1 1 1 1 1 1 
1673 0 0 0 0 0 0 0 
1674 1 1 1 1 1 1 1 
1675 0 0 0 0 0 0 0 
1676 1 1 1 1 1 1 1 
1677 0 0 0 0 0 0 0 
1678 0 0 0 0 0 0 0 
1679 0 0 0 0 0 0 0 
1680 0 0 0 0 0 0 0 
1681 0 0 0 0 0 0 0 
1682 1 1 1 1 1 1 1 
1683 1 1 1 1 1 1 1 
1684 0 0 0 0 0 0 0 
1685 1 1 1 1 1 1 1 
1686 0 0 0 0 0 0 0 
1687 1 1 1 1 1 1 1 
1688 0 0 0 0 0 0 0 
1689 0 0 0 0 0 0 0 
1690 0 0 0 0 0 0 0 
1691 0 0 0 0 0 0 0 
1692 1 1 1 1 1 1 1 
1693 0 0 0 0 0 0 0 
1694 1 1 1 1 1 1 1 
1695 1 1 1 1 1 1 1 
1696 0 0 0 0 0 0 0 
1697 0 0 0 0 0 0 0 
1698 0 0 0 0 0 0 0 
1699 1 1 1 1 1 1 1 
1700 0 0 0 0 0 0 0 
1701 0 0 0 0 0 0 0 
1702 0 0 0 0 0 0 0 
1703 1 1 1 1 1 1 1 
1704 1 1 1 1 1 1 1 
1705 1 1 1 1 1 1 1 
1706 0 0 0 0 0 0 0 
1707 1 1 1 1 1 1 1 
1708 1 1 1 1 1 1 1 
1709 0 0 0 0 0 0 0 
1710 1 1 1 1 1 1 1 
1711 0 0 0 0 0 0 0 
1712 0 0 0 0 0 0 0 
1713 0 0 0 0 0 0 0 
1714 1 1 1 1 1 1 1 
1715 0 1 1 1 1 1 1 
1716 0 0 0 0 0 0 0 
1717 0 0 0 0 0 0 0 
1718 1 1 1 1 1 1 1 
1719 1 1 1 1 1 1 1 
1720 0 0 0 0 0 0 0 
1721 0 0 0 0 0 0 0 
1722 1 1 1 1 1 1 1 
1723 0 0 0 0 0 0 0 
1724 0 0 0 0 0 0 0 
1725 0 0 0 0 0 0 0 
1726 1 1 1 1 1 1 1 
1727 1 1 1 1 1 1 1 
1728 0 0 0 0 0 0 0 
1729 0 0 0 0 0 0 0 
1730 0 0 0 0 0 0 0 
1731 0 0 0 0 0 0 0 
1732 1 1 1 1 1 1 1 
1733 0 0 0 0 0 0 0 
1734 1 1 1 1 1 1 1 
1735 0 0 0 0 0 0 0 
1736 0 0 0 0 0 0 0 
1737 0 0 0 0 0 0 0 
1738 0 0 0 0 0 0 0 
1739 0 0 0 0 0 0 0 
1740 0 0 0 0 0 0 0 
1741 0 0 0 0 0 0 0 
1742 0 0 0 0 0 0 0 
1743 1 1 1 1 1 1 1 
1744 0 0 0 0 0 0 0 
1745 0 0 0 0 0 0 0 
1746 0 0 0 0 0 0 0 
1747 0 0 0 0 0 0 0 
1748 0 0 0 0 0 0 0 
1749 0 0 0 0 0 0 0 
1750 0 0 0 0 0 0 0 
1751 1 1 1 1 1 1 1 
1752 0 0 0 0 0 0 0 
1753 1 1 1 1 1 1 1 
1754 1 1 1 1 1 1 1 
1755 0 0 0 0 0 0 0 
1756 0 0 0 0 0 0 0 
1757 0 0 0 0 0 0 0 
1758 0 0 0 0 0 0 0 
1759 0 0 0 0 0 0 0 
1760 0 0 0 0 0 0 0 
1761 0 0 0 0 0 0 0 
1762 0 0 0 0 0 0 0 
1763 0 0 0 0 0 0 0 
1764 0 0 0 0 0 0 0 
1765 0 0 0 0 0 0 0 
1766 1 1 1 1 1 1 1 
1767 0 0 0 0 0 0 0 
1768 1 1 1 1 1 1 1 
1769 0 0 0 0 0 0 0 
1770 1 1 1 1 1 1 1 
1771 0 0 0 0 0 0 0 
1772 0 0 0 0 0 0 0 
1773 1 1 1 1 1 1 1 
1774 1 1 1 1 1 1 1 
1775 0 0 0 0 0 0 0 
1776 1 1 1 1 1 1 1 
1777 1 1 1 1 1 1 1 
1778 0 0 0 0 0 0 0 
1779 0 0 0 0 0 0 0 
1780 1 1 1 1 1 1 1 
1781 0 0 0 0 0 0 0 
1782 0 0 0 0 0 0 0 
1783 1 1 1 1 1 1 1 
1784 1 1 1 1 1 1 1 
1785 1 1 1 1 1 1 1 
1786 1 1 1 1 1 1 1 
1787 1 1 1 1 1 1 1 
1788 0 0 0 0 0 0 0 
1789 0 0 0 0 0 0 0 
1790 0 0 0 0 0 0 0 
1791 0 0 0 0 0 0 0 
1792 0 0 0 0 0 0 0 
1793 0 0 0 0 0 0 0 
1794 0 0 0 0 0 0 0 
1795 0 0 0 0 0 0 0 
1796 0 0 0 0 0 0 0 
1797 0 0 0 0 0 0 0 
1798 0 0 0 0 0 0 0 
1799 0 0 0 0 0 0 0 
1800 0 0 0 0 0 0 0 
1801 0 0 0 0 0 0 0 
1802 0 0 0 0 0 0 0 
1803 0 0 0 0 0 0 0 
1804 0 0 0 0 0 0 0 
1805 0 0 0 0 0 0 0 
1806 0 0 0 0 0 0 0 
1807 0 0 0 0 0 0 0 
1808 0 0 0 0 0 0 0 
1809 0 0 0 0 0 0 0 
1810 0 0 0 0 0 0 0 
1811 0 0 0 0 0 0 0 
1812 1 1 1 1 1 1 1 
1813 1 1 1 1 1 1 1 
1814 0 0 0 0 0 0 0 
1815 1 1 1 1 1 1 1 
1816 1 1 1 1 1 1 1 
1817 1 1 1 1 1 1 1 
1818 1 1 1 1 1 1 1 
1819 0 0 0 0 0 0 0 
1820 0 0 0 0 0 0 0 
1821 1 1 1 1 1 1 1 
1822 1 1 1 1 1 1 1 
1823 0 0 0 0 0 0 0 
1824 1 1 1 1 1 1 1 
1825 0 0 0 0 0 0 0 
1826 0 0 0 0 0 0 0 
1827 1 1 1 1 1 1 1 
1828 1 1 1 1 1 1 1 
1829 1 1 1 1 1 1 1 
1830 0 0 0 0 0 0 0 
1831 0 0 0 0 0 0 0 
1832 0 0 0 0 0 0 0 
1833 0 0 0 0 0 0 0 
1834 1 1 1 1 1 1 1 
1835 1 1 1 1 1 1 1 
1836 0 0 0 0 0 0 0 
1837 0 0 0 0 0 0 0 
1838 0 0 0 0 0 0 0 
1839 0 0 0 0 0 0 0 
1840 0 0 0 0 0 0 0 
1841 0 0 0 0 0 0 0 
1842 1 1 1 1 1 1 1 
1843 1 1 1 1 1 1 1 
1844 0 0 0 0 0 0 0 
1845 0 0 0 0 0 0 0 
1846 0 0 0 0 0 0 0 
1847 1 1 1 1 1 1 1 
1848 0 0 0 0 0 0 0 
1849 1 1 1 1 1 1 1 
1850 1 1 1 1 1 1 1 
1851 1 1 1 1 1 1 1 
1852 1 1 1 1 1 1 1 
1853 0 0 0 0 0 0 0 
1854 1 1 1 1 1 1 1 
1855 1 1 1 1 1 1 1 
1856 1 1 1 1 1 1 1 
1857 0 0 0 0 0 0 0 
1858 0 0 0 0 0 0 0 
1859 1 1 1 1 1 1 1 
1860 1 1 1 1 1 1 1 
1861 0 0 0 0 0 0 0 
1862 0 0 0 0 0 0 0 
1863 0 0 0 0 0 0 0 
1864 0 0 0 0 0 0 0 
1865 0 0 0 0 0 0 0 
1866 0 0 0 0 0 0 0 
1867 0 0 0 0 0 0 0 
1868 1 1 1 1 1 1 1 
1869 1 1 1 1 1 1 1 
1870 1 1 1 1 1 1 1 
1871 1 1 1 1 1 1 1 
1872 0 0 0 0 0 0 0 
1873 1 1 1 1 1 1 1 
1874 1 1 1 1 1 1 1 
1875 1 1 1 1 1 1 1 
1876 0 0 0 0 0 0 0 
1877 1 1 1 1 1 1 1 
1878 0 0 0 0 0 0 0 
1879 0 0 0 0 0 0 0 
1880 0 0 0 0 0 0 0 
1881 0 0 0 0 0 0 0 
1882 1 1 1 1 1 1 1 
1883 0 0 0 0 0 0 0 
1884 0 0 0 0 0 0 0 
1885 0 0 0 0 0 0 0 
1886 0 0 0 0 0 0 0 
1887 0 0 0 0 0 0 0 
1888 0 0 0 0 0 0 0 
1889 1 1 1 1 1 1 1 
1890 0 0 0 0 0 0 0 
1891 0 0 0 0 0 0 0 
1892 0 0 0 0 0 0 0 
1893 0 0 0 0 0 0 0 
1894 0 0 0 0 0 0 0 
1895 1 1 1 1 1 1 1 
1896 0 0 0 0 0 0 0 
1897 0 0 0 0 0 0 0 
1898 0 0 0 0 0 0 0 
1899 0 0 0 0 0 0 0 
1900 0 0 0 0 0 0 0 
1901 1 1 1 1 1 1 1 
1902 1 1 1 1 1 1 1 
1903 1 1 1 1 1 1 1 
1904 1 1 1 1 1 1 1 
1905 0 0 0 0 0 0 0 
1906 1 1 1 1 1 1 1 
1907 0 0 0 0 0 0 0 
1908 0 0 0 0 0 0 0 
1909 1 1 1 1 1 1 1 
1910 0 0 0 0 0 0 0 
1911 1 1 1 1 1 1 1 
1912 0 0 0 0 0 0 0 
1913 0 0 0 0 0 0 0 
1914 1 1 1 1 1 1 1 
1915 1 1 1 1 1 1 1 
1916 0 0 0 0 0 0 0 
1917 0 0 0 0 0 0 0 
1918 0 0 0 0 0 0 0 
1919 0 0 0 0 0 0 0 
1920 0 0 0 0 0 0 0 
1921 0 0 0 0 0 0 0 
1922 0 0 0 0 0 0 0 
1923 0 0 0 0 0 0 0 
1924 0 0 0 0 0 0 0 
1925 0 0 0 0 0 0 0 
1926 0 0 0 0 0 0 0 
1927 0 0 0 0 0 0 0 
1928 1 1 1 1 1 1 1 
1929 0 0 0 0 0 0 0 
1930 1 1 1 1 1 1 1 
1931 1 1 1 1 1 1 1 
1932 0 0 0 0 0 0 0 
1933 0 0 0 0 0 0 0 
1934 1 1 1 1 1 1 1 
1935 1 1 1 1 1 1 1 
1936 0 0 0 0 0 0 0 
1937 1 1 1 1 1 1 1 
1938 1 1 1 1 1 1 1 
1939 1 1 1 1 1 1 1 
1940 1 1 1 1 1 1 1 
1941 1 1 1 1 1 1 1 
1942 1 1 1 1 1 1 1 
1943 0 0 0 0 0 0 0 
1944 1 1 1 1 1 1 1 
1945 0 0 0 0 0 0 0 
1946 0 0 0 0 0 0 0 
1947 0 0 0 0 0 0 0 
1948 0 0 0 0 0 0 0 
1949 1 1 1 1 1 1 1 
1950 1 1 1 1 1 1 1 
1951 1 1 1 1 1 1 1 
1952 1 1 1 1 1 1 1 
1953 1 1 1 1 1 1 1 
1954 0 0 0 0 0 0 0 
1955 1 1 1 1 1 1 1 
1956 1 1 1 1 1 1 1 
1957 1 1 1 1 1 1 1 
1958 0 0 0 0 0 0 0 
1959 0 0 0 0 0 0 0 
1960 0 0 0 0 0 0 0 
1961 0 0 0 0 0 0 0 
1962 0 0 0 0 0 0 0 
1963 0 0 0 0 0 0 0 
1964 0 0 0 0 0 0 0 
1965 0 0 0 0 0 0 0 
1966 1 1 1 1 1 1 1 
1967 1 1 1 1 1 1 1 
1968 1 1 1 1 1 1 1 
1969 0 0 0 0 0 0 0 
1970 0 0 0 0 0 0 0 
1971 0 0 0 0 0 0 0 
1972 1 1 1 1 1 1 1 
1973 1 1 1 1 1 1 1 
1974 1 1 1 1 1 1 1 
1975 0 0 0 0 0 0 0 
1976 1 1 1 1 1 1 1 
1977 0 0 0 0 0 0 0 
1978 1 1 1 1 1 1 1 
1979 0 0 0 0 0 0 0 
1980 1 1 1 1 1 1 1 
1981 1 1 1 1 1 1 1 
1982 1 1 1 1 1 1 1 
1983 0 0 0 0 0 0 0 
1984 1 1 1 1 1 1 1 
1985 1 1 1 1 1 1 1 
1986 1 1 1 1 1 1 1 
1987 0 0 0 0 0 0 0 
1988 0 0 0 0 0 0 0 
1989 0 0 0 0 0 0 0 
1990 0 0 0 0 0 0 0 
1991 1 1 1 1 1 1 1 
1992 1 1 1 1 1 1 1 
1993 0 0 0 0 0 0 0 
1994 0 0 0 0 0 0 0 
1995 0 0 0 0 0 0 0 
1996 0 0 0 0 0 0 0 
1997 0 0 0 0 0 0 0 
1998 0 0 0 0 0 0 0 
1999 0 0 0 0 0 0 0 
2000 1 1 1 1 1 1 1 
2001 1 1 1 1 1 1 1 
2002 1 1 1 1 1 1 1 
2003 1 1 1 1 1 1 1 
2004 1 1 1 1 1 1 1 
2005 0 0 0 0 0 0 0 
2006 1 1 1 1 1 1 1 
2007 1 1 1 1 1 1 1 
2008 1 1 1 1 1 1 1 
2009 0 0 0 0 0 0 0 
2010 1 1 1 1 1 1 1 
2011 0 0 0 0 0 0 0 
2012 0 0 0 0 0 0 0 
2013 1 1 1 1 1 1 1 
2014 0 0 0 0 0 0 0 
2015 0 0 0 0 0 0 0 
2016 0 0 0 0 0 0 0 
2017 0 0 0 0 0 0 0 
2018 1 1 1 1 1 1 1 
2019 1 1 1 1 1 1 1 
2020 0 0 0 0 0 0 0 
2021 0 0 0 0 0 0 0 
2022 0 0 0 0 0 0 0 
2023 0 0 0 0 0 0 0 
2024 0 0 0 0 0 0 0 
2025 0 0 0 0 0 0 0 
2026 0 0 0 0 0 0 0 
2027 0 0 0 0 0 0 0 
2028 0 0 0 0 0 0 0 
2029 0 0 0 0 0 0 0 
2030 1 1 1 1 1 1 1 
2031 1 1 1 1 1 1 1 
2032 0 0 0 0 0 0 0 
2033 0 0 0 0 0 0 0 
2034 0 0 0 0 0 0 0 
2035 0 0 0 0 0 0 0 
2036 0 0 0 0 0 0 0 
2037 0 0 0 0 0 0 0 
2038 0 0 0 0 0 0 0 
2039 1 1 1 1 1 1 1 
2040 1 1 1 1 1 1 1 
2041 1 1 1 1 1 1 1 
2042 0 0 0 0 0 0 0 
2043 0 0 0 0 0 0 0 
2044 0 0 0 0 0 0 0 
2045 1 1 1 1 1 1 1 
2046 0 0 0 0 0 0 0 
2047 1 1 1 1 1 1 1 
2048 0 0 0 0 0 0 0 
2049 0 0 0 0 0 0 0 
2050 0 0 0 0 0 0 0 
2051 0 0 0 0 0 0 0 
2052 0 0 0 0 0 0 0 
2053 0 0 0 0 0 0 0 
2054 0 0 0 0 0 0 0 
2055 0 0 0 0 0 0 0 
2056 0 0 0 0 0 0 0 
2057 0 0 0 0 0 0 0 
2058 0 0 0 0 0 0 0 
2059 0 0 0 0 0 0 0 
2060 0 0 0 0 0 0 0 
2061 1 1 1 1 1 1 1 
2062 0 0 0 0 0 0 0 
2063 0 0 0 0 0 0 0 
2064 0 0 0 0 0 0 0 
2065 0 0 0 0 0 0 0 
2066 0 0 0 0 0 0 0 
2067 0 0 0 0 0 0 0 
2068 0 0 0 0 0 0 0 
2069 0 0 0 0 0 0 0 
2070 0 0 0 0 0 0 0 
2071 0 0 0 0 0 0 0 
2072 0 0 0 0 0 0 0 
2073 0 0 0 0 0 0 0 
2074 0 0 0 0 0 0 0 
2075 0 0 0 0 0 0 0 
2076 0 0 0 0 0 0 0 
2077 0 0 0 0 0 0 0 
2078 0 0 0 0 0 0 0 
2079 0 0 0 0 0 0 0 
2080 0 0 0 0 0 0 0 
2081 0 0 0 0 0 0 0 
2082 0 0 0 0 0 0 0 
2083 0 0 0 0 0 0 0 
2084 0 0 0 0 0 0 0 
2085 0 0 0 0 0 0 0 
2086 0 0 0 0 0 0 0 
2087 0 0 0 0 0 0 0 
2088 0 0 0 0 0 0 0 
2089 0 0 0 0 0 0 0 
2090 0 0 0 0 0 0 0 
2091 0 0 0 0 0 0 0 
2092 1 1 1 1 1 1 1 
2093 0 0 0 0 0 0 0 
2094 0 0 0 0 0 0 0 
2095 0 0 0 0 0 0 0 
2096 0 0 0 0 0 0 0 
2097 0 0 0 0 0 0 0 
2098 0 0 0 0 0 0 0 
2099 1 1 1 1 1 1 1 
2100 0 0 0 0 0 0 0 
2101 1 1 1 1 1 1 1 
2102 0 0 0 0 0 0 0 
2103 0 0 0 0 0 0 0 
2104 1 1 1 1 1 1 1 
2105 1 1 1 1 1 1 1 
2106 1 1 1 1 1 1 1 
2107 0 0 0 0 0 0 0 
2108 0 0 0 0 0 0 0 
2109 0 1 1 1 1 1 1 
2110 0 0 0 0 0 0 0 
2111 0 0 0 0 0 0 0 
2112 1 1 1 1 1 1 1 
2113 0 0 0 0 0 0 0 
2114 1 1 1 1 1 1 1 
2115 1 1 1 1 1 1 1 
2116 1 1 1 1 1 1 1 
2117 1 1 1 1 1 1 1 
2118 0 0 0 0 0 0 0 
2119 0 0 0 0 0 0 0 
2120 0 0 0 0 0 0 0 
2121 0 0 0 0 0 0 0 
2122 1 1 1 1 1 1 1 
2123 1 1 1 1 1 1 1 
2124 0 0 0 0 0 0 0 
2125 0 0 0 0 0 0 0 
2126 1 1 1 1 1 1 1 
2127 0 0 0 0 0 0 0 
2128 0 0 0 0 0 0 0 
2129 0 0 0 0 0 0 0 
2130 1 1 1 1 1 1 1 
2131 1 1 1 1 1 1 1 
2132 1 1 1 1 1 1 1 
2133 0 0 0 0 0 0 0 
2134 0 0 0 0 0 0 0 
2135 0 0 0 0 0 0 0 
2136 1 1 1 1 1 1 1 
2137 1 1 1 1 1 1 1 
2138 1 1 1 1 1 1 1 
2139 1 1 1 1 1 1 1 
2140 1 1 1 1 1 1 1 
2141 1 1 1 1 1 1 1 
2142 1 1 1 1 1 1 1 
2143 0 0 0 0 0 0 0 
2144 1 1 1 1 1 1 1 
2145 0 0 0 0 0 0 0 
2146 0 0 0 0 0 0 0 
2147 0 0 0 0 0 0 0 
2148 1 1 1 1 1 1 1 
2149 0 0 0 0 0 0 0 
2150 0 0 0 0 0 0 0 
2151 0 0 0 0 0 0 0 
2152 0 0 0 0 0 0 0 
2153 0 0 0 0 0 0 0 
2154 1 1 1 1 1 1 1 
2155 1 1 1 1 1 1 1 
2156 1 1 1 1 1 1 1 
2157 0 0 0 0 0 0 0 
2158 1 1 1 1 1 1 1 
2159 1 1 1 1 1 1 1 
2160 0 0 0 0 0 0 0 
2161 1 1 1 1 1 1 1 
2162 0 0 0 0 0 0 0 
2163 1 1 1 1 1 1 1 
2164 1 1 1 1 1 1 1 
2165 0 0 0 0 0 0 0 
2166 0 0 0 0 0 0 0 
2167 0 0 0 0 0 0 0 
2168 0 0 0 0 0 0 0 
2169 0 0 0 0 0 0 0 
2170 1 1 1 1 1 1 1 
2171 0 0 0 0 0 0 0 
2172 1 1 1 1 1 1 1 
2173 0 0 0 0 0 0 0 
2174 1 1 1 1 1 1 1 
2175 0 0 0 0 0 0 0 
2176 0 0 0 0 0 0 0 
2177 0 0 0 0 0 0 0 
2178 0 0 0 0 0 0 0 
2179 0 0 0 0 0 0 0 
2180 1 1 1 1 1 1 1 
2181 1 1 1 1 1 1 1 
2182 1 1 1 1 1 1 1 
2183 0 0 0 0 0 0 0 
2184 0 0 0 0 0 0 0 
2185 0 0 0 0 0 0 0 
2186 0 0 0 0 0 0 0 
2187 0 0 0 0 0 0 0 
2188 0 0 0 0 0 0 0 
2189 0 0 0 0 0 0 0 
2190 0 0 0 0 0 0 0 
2191 0 0 0 0 0 0 0 
2192 0 0 0 0 0 0 0 
2193 0 0 0 0 0 0 0 
2194 0 0 0 0 0 0 0 
2195 0 0 0 0 0 0 0 
2196 1 1 1 1 1 1 1 
2197 1 1 1 1 1 1 1 
2198 0 0 0 0 0 0 0 
2199 1 1 1 1 1 1 1 
2200 0 0 0 0 0 0 0 
2201 1 1 1 1 1 1 1 
2202 1 1 1 1 1 1 1 
2203 0 0 0 0 0 0 0 
2204 1 1 1 1 1 1 1 
2205 1 1 1 1 1 1 1 
2206 1 1 1 1 1 1 1 
2207 1 1 1 1 1 1 1 
2208 0 0 0 0 0 0 0 
2209 1 1 1 1 1 1 1 
2210 1 1 1 1 1 1 1 
2211 1 1 1 1 1 1 1 
2212 1 1 1 1 1 1 1 
2213 1 1 1 1 1 1 1 
2214 0 0 0 0 0 0 0 
2215 0 0 0 0 0 0 0 
2216 0 0 0 0 0 0 0 
2217 0 0 0 0 0 0 0 
2218 1 1 1 1 1 1 1 
2219 1 1 1 1 1 1 1 
2220 1 1 1 1 1 1 1 
2221 1 1 1 1 1 1 1 
2222 0 0 0 0 0 0 0 
2223 1 1 1 1 1 1 1 
2224 1 1 1 1 1 1 1 
2225 0 0 0 0 0 0 0 
2226 1 1 1 1 1 1 1 
2227 0 0 0 0 0 0 0 
2228 1 1 1 1 1 1 1 
2229 1 1 1 1 1 1 1 
2230 1 1 1 1 1 1 1 
2231 0 0 0 0 0 0 0 
2232 0 0 0 0 0 0 0 
2233 0 0 0 0 0 0 0 
2234 1 1 1 1 1 1 1 
2235 1 1 1 1 1 1 1 
2236 0 0 0 0 0 0 0 
2237 1 1 1 1 1 1 1 
2238 1 1 1 1 1 1 1 
2239 1 1 1 1 1 1 1 
2240 0 0 0 0 0 0 0 
2241 1 1 1 1 1 1 1 
2242 1 1 1 1 1 1 1 
2243 0 0 0 0 0 0 0 
2244 1 1 1 1 1 1 1 
2245 0 0 0 0 0 0 0 
2246 0 0 0 0 0 0 0 
2247 0 0 0 0 0 0 0 
2248 0 0 0 0 0 0 0 
2249 0 0 0 0 0 0 0 
2250 1 1 1 1 1 1 1 
2251 0 1 1 1 1 1 1 
2252 0 0 0 0 0 0 0 
2253 0 0 0 0 0 0 0 
2254 1 1 1 1 1 1 1 
2255 0 0 0 0 0 0 0 
2256 0 0 0 0 0 0 0 
2257 0 0 0 0 0 0 0 
2258 0 0 0 0 0 0 0 
2259 0 0 0 0 0 0 0 
2260 0 0 0 0 0 0 0 
2261 1 1 1 1 1 1 1 
2262 1 1 1 1 1 1 1 
2263 0 0 0 0 0 0 0 
2264 1 1 1 1 1 1 1 
2265 0 0 0 0 0 0 0 
2266 1 1 1 1 1 1 1 
2267 1 1 1 1 1 1 1 
2268 1 1 1 1 1 1 1 
2269 1 1 1 1 1 1 1 
2270 0 0 0 0 0 0 0 
2271 1 1 1 1 1 1 1 
2272 1 1 1 1 1 1 1 
2273 1 1 1 1 1 1 1 
2274 1 1 1 1 1 1 1 
2275 0 0 0 0 0 0 0 
2276 0 0 0 0 0 0 0 
2277 0 0 0 0 0 0 0 
2278 0 0 0 0 0 0 0 
2279 0 0 0 0 0 0 0 
2280 0 0 0 0 0 0 0 
2281 0 0 0 0 0 0 0 
2282 0 0 0 0 0 0 0 
2283 0 0 0 0 0 0 0 
2284 0 0 0 0 0 0 0 
2285 0 0 0 0 0 0 0 
2286 0 0 0 0 0 0 0 
2287 0 0 0 0 0 0 0 
2288 0 0 0 0 0 0 0 
2289 0 0 0 0 0 0 0 
2290 0 0 0 0 0 0 0 
2291 0 0 0 0 0 0 0 
2292 1 1 1 1 1 1 1 
2293 0 0 0 0 0 0 0 
2294 1 1 1 1 1 1 1 
2295 1 1 1 1 1 1 1 
2296 1 1 1 1 1 1 1 
2297 0 0 0 0 0 0 0 
2298 0 0 0 0 0 0 0 
2299 0 0 0 0 0 0 0 
2300 1 1 1 1 1 1 1 
2301 1 1 1 1 1 1 1 
2302 1 1 1 1 1 1 1 
2303 1 1 1 1 1 1 1 
2304 1 1 1 1 1 1 1 
2305 1 1 1 1 1 1 1 
2306 0 0 0 0 0 0 0 
2307 0 0 0 0 0 0 0 
2308 0 0 0 0 0 0 0 
2309 0 0 0 0 0 0 0 
2310 0 0 0 0 0 0 0 
2311 1 1 1 1 1 1 1 
2312 1 1 1 1 1 1 1 
2313 0 0 0 0 0 0 0 
2314 0 0 0 0 0 0 0 
2315 1 1 1 1 1 1 1 
2316 0 0 0 0 0 0 0 
2317 0 0 0 0 0 0 0 
2318 1 1 1 1 1 1 1 
2319 1 1 1 1 1 1 1 
2320 0 0 0 0 0 0 0 
2321 1 1 1 1 1 1 1 
2322 0 0 0 0 0 0 0 
2323 0 0 0 0 0 0 0 
2324 0 0 0 0 0 0 0 
2325 0 0 0 0 0 0 0 
2326 0 0 0 0 0 0 0 
2327 0 0 0 0 0 0 0 
2328 0 0 0 0 0 0 0 
2329 1 1 1 1 1 1 1 
2330 1 1 1 1 1 1 1 
2331 0 0 0 0 0 0 0 
2332 1 1 1 1 1 1 1 
2333 0 0 0 0 0 0 0 
2334 0 0 0 0 0 0 0 
2335 0 0 0 0 0 0 0 
2336 0 0 0 0 0 0 0 
2337 0 0 0 0 0 0 0 
2338 0 0 0 0 0 0 0 
2339 0 0 0 0 0 0 0 
2340 1 1 1 1 1 1 1 
2341 1 1 1 1 1 1 1 
2342 0 0 0 0 0 0 0 
2343 1 1 1 1 1 1 1 
2344 1 1 1 1 1 1 1 
2345 1 1 1 1 1 1 1 
2346 0 0 0 0 0 0 0 
2347 1 1 1 1 1 1 1 
2348 1 1 1 1 1 1 1 
2349 0 0 0 0 0 0 0 
2350 1 1 1 1 1 1 1 
2351 0 0 0 0 0 0 0 
2352 1 1 1 1 1 1 1 
2353 1 1 1 1 1 1 1 
2354 0 0 0 0 0 0 0 
2355 0 0 0 0 0 0 0 
2356 1 1 1 1 1 1 1 
2357 1 1 1 1 1 1 1 
2358 1 1 1 1 1 1 1 
2359 0 0 0 0 0 0 0 
2360 1 1 1 1 1 1 1 
2361 0 0 0 0 0 0 0 
2362 1 1 1 1 1 1 1 
2363 0 0 0 0 0 0 0 
2364 1 1 1 1 1 1 1 
2365 0 0 0 0 0 0 0 
2366 1 1 1 1 1 1 1 
2367 1 1 1 1 1 1 1 
2368 0 0 0 0 0 0 0 
2369 0 0 0 0 0 0 0 
2370 0 0 0 0 0 0 0 
2371 0 0 0 0 0 0 0 
2372 0 0 0 0 0 0 0 
2373 0 0 0 0 0 0 0 
2374 0 0 0 0 0 0 0 
2375 0 0 0 0 0 0 0 
2376 1 1 1 1 1 1 1 
2377 0 0 0 0 0 0 0 
2378 0 0 0 0 0 0 0 
